"Freq","title"
3.56,"Free Willy (1993)"
0.03,"Switching Channels (1988)"
0.83,"Break-Up, The (2006)"
0.12,"Peaceful Warrior (2006)"
0.05,"Twelve and Holding (2005)"
0.01,"Wah-Wah (2005)"
0.02,"Telephone, The (1988)"
0,"Keeping Up with the Steins (2006)"
2.96,"Cars (2006)"
0.22,"Tetsuo, the Ironman (Tetsuo) (1988)"
0.01,"Wassup Rockers (2005)"
0.03,"Lost City, The (2005)"
0,"Standing Still (2005)"
0.86,"They Live (1988)"
0,"Carlito's Way: Rise to Power (Carlito's Way 2: Rise to Power) (2005)"
0.01,"Conspirators of Pleasure (Spiklenci slasti) (1996)"
0,"Tall in the Saddle (1944)"
0.01,"To Kill a Priest (1988)"
0.16,"Torch Song Trilogy (1988)"
0.01,"Beyond a Reasonable Doubt (1956)"
0.02,"Track 29 (1988)"
0.35,"Tucker: The Man and His Dream (1988)"
0,"Sinbad of the Seven Seas (1989)"
0.01,"Earth Is a Sinful Song, The (Maa on syntinen laulu) (1973)"
1.32,"Twins (1988)"
0,"Shanghai Dreams (Qing hong) (2005)"
0.14,"Vice Versa (1988)"
0.36,"Fresh (1994)"
0.05,"Watchers (1988)"
0.09,"Waxwork (1988)"
0.02,"Vera Cruz (1954)"
0.12,"Without a Clue (1988)"
0.32,"Young Einstein (1988)"
0.1,"Notorious Bettie Page, The (2005)"
0,"Russian Specialist, The (Mechanik, The) (2005)"
0.42,"Always (1989)"
0.01,"Parting Glances (1986)"
0.01,"Game 6 (2005)"
0.22,"American Ninja (1985)"
0,"American Gun (2005)"
0.01,"Marilyn Hotchkiss' Ballroom Dancing & Charm School (2005)"
0.02,"On a Clear Day (2005)"
0.11,"American Ninja 2: The Confrontation (1987)"
0.3,"Omen, The (2006)"
0.02,"King, The (2005)"
0.73,"Nacho Libre (2006)"
0.79,"Lake House, The (2006)"
0.07,"American Ninja 3: Blood Hunt (1989)"
1.86,"Click (2006)"
0.03,"Seventh Victim, The (1943)"
0.12,"Best of the Best (1989)"
0,"Bleak Moments (1972)"
0.06,"Best of the Best 2 (1993)"
0.01,"Edvard Munch (1974)"
20.49,"Fugitive, The (1993)"
0.11,"Big Picture, The (1989)"
0,"Ace of Hearts, The (1921)"
3.6,"Bill & Ted's Excellent Adventure (1989)"
0.46,"Black Rain (1989)"
3.02,"Devil Wears Prada, The (2006)"
5.94,"Pirates of the Caribbean: Dead Man's Chest (2006)"
0.57,"You, Me and Dupree (2006)"
1.38,"Clerks II (2006)"
0.07,"Blaze (1989)"
0.59,"Lady in the Water (2006)"
0.54,"My Super Ex-Girlfriend (2006)"
0.15,"Blind Fury (1989)"
0.03,"Breaking In (1989)"
0,"Tammy and the Bachelor (1957)"
0,"Lady on a Train (1945)"
0.03,"C.H.U.D. II - Bud the Chud (1989)"
0,"Nightmare Castle (Amanti d'oltretomba) (Lovers from Beyond the Tomb) (Faceless Monster, The) (1965)"
0.3,"Casualties of War (1989)"
0.17,"Chances Are (1989)"
0.03,"Cookie (1989)"
0.38,"Geronimo: An American Legend (1993)"
0.22,"Cyborg (1989)"
0.05,"Dad (1989)"
0.03,"Dead Bang (1989)"
0.04,"Disorganized Crime (1989)"
0.03,"Let It Be (1970)"
0.1,"Dream a Little Dream (1989)"
0,"Farewell, Home Sweet Home (Adieu, plancher des vaches!) (1999)"
0.18,"Dream Team, The (1989)"
0.06,"See No Evil (2006)"
0.04,"Dry White Season, A (1989)"
0.58,"Earth Girls Are Easy (1988)"
0.05,"Eddie and the Cruisers II: Eddie Lives! (1989)"
0.63,"Marie Antoinette (2006)"
0.2,"Eddie and the Cruisers (1983)"
0.02,"Lady in the Lake (1947)"
0.01,"Trial of the Road (Check-up on the Roads) (Checkpoint) (Proverka na dorogakh) (1971)"
0.42,"Getaway, The (1994)"
0.05,"Enemies: A Love Story (1989)"
0.21,"Erik the Viking (1989)"
0.03,"Experts, The (1989)"
0.35,"Who Killed the Electric Car? (2006)"
0.11,"Family Business (1989)"
0.02,"Farewell to the King (1989)"
0.01,"Miracle of Bern, The (Wunder von Bern, Das) (2003)"
0.01,"Mother and the Whore, The (Maman et la putain, La) (1973)"
0.12,"Fat Man and Little Boy (1989)"
1.24,"Inconvenient Truth, An (2006)"
0,"Test Pilot (1938)"
0.02,"The Girl in a Swing (1988)"
0.03,"Career Opportunities (1991)"
0.12,"Gleaming the Cube (1989)"
0.05,"Going Overboard (1989)"
0.04,"Hollow Man II (2006)"
0.01,"Chuck Berry Hail! Hail! Rock 'n' Roll (1987)"
0.23,"Great Balls of Fire! (1989)"
0,"Psych-Out (1968)"
0,"National Lampoon's Cattle Call (Cattle Call) (2006)"
1.18,"How to Make an American Quilt (1995)"
0.34,"Getting Even with Dad (1994)"
0.13,"Gross Anatomy (a.k.a. A Cut Above) (1989)"
0,"Sister Kenny (1946)"
0.02,"Happy Together (1989)"
0.18,"Harlem Nights (1989)"
0.16,"Her Alibi (1989)"
0.01,"Mountain Patrol (Kekexili) (2004)"
0.01,"Homer & Eddie (1989)"
0.16,"How to Get Ahead in Advertising (1989)"
0.02,"Immediate Family (1989)"
0.42,"High School Musical (2006)"
0,"Ice Bound (2003)"
0.03,"In Country (1989)"
0.05,"Innocent Man, An (1989)"
0,"Drawing Restraint 9 (2005)"
0.05,"Jacknife (1989)"
0.01,"Crossing the Bridge: The Sound of Istanbul (2005)"
0.33,"Go Fish (1994)"
0.1,"January Man, The (1989)"
0.02,"I Am a Sex Addict (2005)"
0.01,"Lower City (Cidade Baixa) (2005)"
0.05,"Johnny Handsome (1989)"
0,"Forever Mine (1999)"
0.21,"Jesus of Montreal (Jésus de Montréal) (1989)"
0.33,"K-9 (1989)"
0.28,"Kickboxer (1989)"
0.08,"Last Exit to Brooklyn (1989)"
0,"War Within, The (2005)"
0.05,"Ax, The (couperet, Le) (2005)"
0.65,"Lean on Me (1989)"
0.09,"Let It Ride (1989)"
0.24,"Leviathan (1989)"
0.15,"Little Monsters (1989)"
0.02,"Adam & Steve (2005)"
0,"Beyond the Rocks (1922)"
0.07,"Good Man in Africa, A (1994)"
0.1,"Lock Up (1989)"
0.01,"Bob the Butler (2005)"
0.01,"Jack Frost 2: Revenge of the Mutant Killer Snowman (2000)"
1.49,"Look Who's Talking (1989)"
0.12,"Loverboy (1989)"
1.52,"Major League (1989)"
0.01,"Stoned (2005)"
0.33,"Meet the Feebles (1989)"
0.13,"Millennium (1989)"
0.01,"Marked Woman (1937)"
0.12,"Miracle Mile (1989)"
0.07,"Miss Firecracker (1989)"
0.25,"New York Stories (1989)"
0.12,"Next of Kin (1989)"
0.15,"Guilty as Sin (1993)"
0.08,"No Holds Barred (1989)"
0.02,"Old Gringo (1989)"
0,"Running (1979)"
0,"Blessed Event (1932)"
0.08,"Package, The (1989)"
0.56,"Jet Li's Fearless (Huo Yuan Jia) (2006)"
0,"Susan Lenox (Her Fall and Rise) (1931)"
0.09,"Parents (1989)"
0.01,"Adjuster, The (1991)"
0.94,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)"
0.15,"Garfield: A Tail of Two Kitties (2006)"
0.09,"Penn & Teller Get Killed (1989)"
0.11,"Metal: A Headbanger's Journey (2005)"
0.15,"Pink Cadillac (1989)"
0.26,"Punisher, The (1989)"
0.01,"Summer in Berlin (Sommer vorm Balkon) (2005)"
0.01,"Public Eye, The (1992)"
0.08,"Red Scorpion (1989)"
0,"Bribe, The (1949)"
3.47,"Jurassic Park III (2001)"
1.67,"America's Sweethearts (2001)"
1.2,"Hard Target (1993)"
0.24,"Brother (2000)"
0.01,"Without Love (1945)"
2.6,"Ghost World (2001)"
1.02,"Hedwig and the Angry Inch (2000)"
4.06,"Planet of the Apes (2001)"
0.03,"Waist Deep (2006)"
0.23,"Bread and Tulips (Pane e tulipani) (2000)"
0,"Sheriff and the Satellite Kid, The (1979)"
0.1,"Cure (1997)"
0,"Triple Cross (1966)"
0.15,"Greenfingers (2000)"
0.01,"Jackpot (2001)"
0.02,"Mouth to Mouth (2005)"
0.01,"Monkey's Mask, The (2000)"
0.43,"Wet Hot American Summer (2001)"
0.27,"Heaven & Earth (1993)"
0.02,"Relentless (1989)"
0,"Mad Dog Morgan (1976)"
0.02,"Renegades (1989)"
0.08,"Return of Swamp Thing, The (1989)"
0,"Spite Marriage (1929)"
0.04,"Return of the Musketeers, The (1989)"
1.86,"Superman Returns (2006)"
0.49,"Road House (1989)"
0.01,"Edward II (1991)"
0.07,"Romero (1989)"
0.08,"Road to Guantanamo, The (2006)"
0.02,"Rosalie Goes Shopping (1989)"
0.01,"Leonard Cohen: I'm Your Man (2005)"
0.03,"Rude Awakening (1989)"
0.07,"Edmond (2005)"
0.05,"OH in Ohio, The (2006)"
7.07,"Little Miss Sunshine (2006)"
0.17,"Santa Sangre (1989)"
0.01,"Brothers of the Head (2005)"
0,"Forgiving Dr. Mengele (2006)"
0.07,"Scandal (1989)"
0,"Fuse (Gori vatra) (2003)"
5.43,"Hot Shots! Part Deux (1993)"
0.04,"Scenes from the Class Struggle in Beverly Hills (1989)"
0.03,"Curse of the Pink Panther (1983)"
0.43,"Sea of Love (1989)"
0.02,"Mimic: Sentinel (2003)"
0.33,"See No Evil, Hear No Evil (1989)"
0.01,"Rock 'n' Roll Nightmare (1987)"
0.08,"She's Out of Control (1989)"
0,"These Girls (2005)"
0.18,"Shirley Valentine (1989)"
0.01,"Why Does Herr R. Run Amok? (Warum läuft Herr R. Amok?) (1970)"
0.12,"Shocker (1989)"
0,"Instrument (2003)"
0.05,"300 Spartans, The (1962)"
0.06,"Skin Deep (1989)"
0.05,"Fallen Idol, The (1948)"
0.02,"Slaves of New York (1989)"
0.02,"Some Girls (1988)"
0.05,"Stepfather II (1989)"
0.28,"Live Nude Girls (1995)"
0.15,"Stepfather, The (1987)"
0.04,"Sweetie (1989)"
0,"Desperate (1947)"
0.01,"Knock on Any Door (1949)"
0.13,"Tall Guy, The (1989)"
2.25,"Babel (2006)"
0.87,"Tango & Cash (1989)"
0.03,"Tap (1989)"
0.01,"China Seas (1935)"
0.17,"Three Fugitives (1989)"
0,"I Walk the Line (1970)"
0.3,"Troop Beverly Hills (1989)"
0.01,"Thief Lord, The (2006)"
0.01,"Girl Can't Help It, The (1956)"
1.09,"Turner & Hooch (1989)"
0.02,"Krrish (2006)"
0.08,"Strangers with Candy (2005)"
0.73,"UHF (1989)"
0.01,"Prophecy (1979)"
1.18,"Uncle Buck (1989)"
0,"Kremlin Letter, The (1970)"
2.87,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
0.11,"Vampire's Kiss (1989)"
0.07,"Young Mr. Lincoln (1939)"
0,"Subject Two (2006)"
0.86,"War of the Roses, The (1989)"
0.26,"Warlock (1989)"
0.01,"Blackjack (1998)"
0.15,"Wizard, The (1989)"
0.02,"Three Times (2005)"
0.02,"Worth Winning (1989)"
0.01,"Gumball Rally, The (1976)"
0.08,"Warlock: The Armageddon (1993)"
0.25,"Wordplay (2006)"
0.15,"Army of Shadows (L'armée des ombres) (1969)"
0.39,"Weekend at Bernie's II (1993)"
0.01,"Orchestra Rehearsal (Prova d'orchestra) (1978)"
0.16,"Little Man (2006)"
0,"Dames (1934)"
0.07,"Billy Liar (1963)"
0.21,"Black Robe (1991)"
0.01,"Dancing Lady (1933)"
0.04,"Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)"
0.49,"House of the Spirits, The (1993)"
0.22,"Cotton Club, The (1984)"
0,"Purple Plain, The (1954)"
0.04,"Def-Con 4 (1985)"
0.01,"Coonskin (1975)"
0.02,"Memento Mori (Yeogo goedam II) (1999)"
0.01,"End Game (2006)"
0.05,"End of the Spear (2005)"
0.13,"Hotel New Hampshire, The (1984)"
0,"Two for the Seesaw (1962)"
0.01,"Detective, The (1968)"
0.01,"Idiot Box (1996)"
0.02,"Left Luggage (1998)"
0.66,"Monster House (2006)"
0.04,"Who'll Stop the Rain (1978)"
0.01,"Wrong Side Up (Pribehy obycejneho silenstvi) (2005)"
0,"Just love me (Tylko mnie kochaj) (2006)"
0.01,"Combien Tu M'aimes? (How Much Do You Love Me?) (2005)"
0.05,"Colour Me Kubrick: A True...ish Story (2005)"
0.16,"Zorro, the Gay Blade (1981)"
0.01,"Death of a Bureaucrat (La muerte de un burócrata) (1966)"
0.89,"Snakes on a Plane (2006)"
0.42,"Scoop (2006)"
0.13,"Basket Case (1982)"
1.47,"Talladega Nights: The Ballad of Ricky Bobby (2006)"
2.15,"Night at the Museum (2006)"
0.3,"World Trade Center (2006)"
3.4,"Stranger than Fiction (2006)"
0,"Valley of Decision, The (1945)"
0.02,"Orphans (1997)"
0.36,"Original Sin (2001)"
19.5,"Seven (a.k.a. Se7en) (1995)"
0.18,"House Party 3 (1994)"
1.81,"Princess Diaries, The (2001)"
0,"Last Angry Man, The (1959)"
0,"Good Fairy, The (1935)"
2.93,"Rush Hour 2 (2001)"
0.03,"Thomas in Love (Thomas est Amoureux) (2000)"
0,"Sione's Wedding (Samoan Wedding) (2006)"
0.69,"Chocolat (1988)"
0.13,"Hatari! (1962)"
0.59,"Miami Vice (2006)"
0.01,"Groomsmen, The (2006)"
0.01,"Shadowboxer (2005)"
0.33,"Cage aux Folles, La (1978)"
0,"Each Dawn I Die (1939)"
0.07,"Cage aux Folles II, La (1980)"
0,"Loch Ness (1996)"
0.02,"Liebestraum (1991)"
0.01,"Good Morning, Night (Buongiorno, notte) (2003)"
0.07,"Marat/Sade (1966)"
0.02,"Live and Become (Va, vis et deviens) (2005)"
0.22,"Paint Your Wagon (1969)"
0.01,"On Dangerous Ground (1952)"
3.39,"Pursuit of Happyness, The (2006)"
4.35,"Hudsucker Proxy, The (1994)"
0.27,"Shootist, The (1976)"
0.09,"Theremin: An Electronic Odyssey (1993)"
0.02,"Tears of the Black Tiger (Fah talai jone) (2000)"
0.06,"Wild Child, The (Enfant sauvage, L') (1970)"
0.37,"John Tucker Must Die (2006)"
0.2,"Ant Bully, The (2006)"
0,"Warning Shadows (Schatten - Eine nächtliche Halluzination) (1923)"
0.63,"Altered States (1980)"
0,"Leaves from Satan's Book (Blade af Satans bog) (1921)"
0,"Michael (1924)"
0.22,"Any Which Way You Can (1980)"
0.01,"Lady Killer (1933)"
0.03,"Mrs. Palfrey at the Claremont (2005)"
0.05,"Awakening, The (1980)"
0.04,"Death of Mr. Lazarescu, The (Moartea domnului Lazarescu) (2005)"
0.03,"Cria Cuervos (1976)"
0.04,"Bad Timing: A Sensual Obsession (1980)"
0,"Ciao Manhattan (Ciao! Manhattan) (1972)"
0.05,"Battle Creek Brawl (Big Brawl, The) (1980)"
4.12,"American Pie 2 (2001)"
0.01,"Gas, Inspector Palmu! (Kaasua, komisario Palmu!) (1961)"
0.54,"Osmosis Jones (2001)"
0.01,"Rainmaker, The (1956)"
0.26,"I'll Do Anything (1994)"
4.95,"Others, The (2001)"
1.33,"Crank (2006)"
0.08,"Secret Life of Words, The (2005)"
0.17,"American Outlaws (2001)"
0.07,"All Over the Guy (2001)"
0.01,"Dudesons Movie, The (2006)"
0.3,"Deep End, The (2001)"
0,"Black Gold (2006)"
0.01,"Hurricane, The (1937)"
0.02,"On the Edge (2001)"
0,"Johnny Was (2006)"
0.46,"Session 9 (2001)"
0,"Played (2006)"
0.15,"Chaos (2005)"
0.01,"Turandot Project, The (2000)"
0.08,"Night Listener, The (2006)"
0.14,"Barnyard: The Original Party Animals (2006)"
0.42,"Captain Corelli's Mandolin (2001)"
0.05,"Murmur of the Heart (Le souffle au coeur) (1971)"
0,"They Won't Believe Me (1947)"
1.59,"Rat Race (2001)"
0,"Left Hand of God, The (1955)"
0.03,"Compulsion (1959)"
0.05,"Aberdeen (2000)"
0,"Blizzard (2003)"
0.52,"In the Army Now (1994)"
0.04,"Canterbury Tale, A (1944)"
0.05,"Innocence (2000)"
0.4,"Bubble Boy (2001)"
0.5,"Curse of the Jade Scorpion, The (2001)"
0.02,"Dirty Mary Crazy Larry (1974)"
2.83,"Jay and Silent Bob Strike Back (2001)"
0,"Angels Over Broadway (1940)"
0.55,"Ghosts of Mars (2001)"
0.01,"Fortress (1985)"
0.21,"Summer Catch (2001)"
0.07,"American Rhapsody, An (2001)"
0.2,"Happy Accidents (2000)"
0.53,"Step Up (2006)"
0.07,"Zoom (2006)"
0.01,"Lisa Picard is Famous (a.k.a. Famous) (2000)"
0.06,"Bon Cop, Bad Cop (2006)"
0,"Tom, Dick and Harry (1941)"
7.17,"In the Line of Fire (1993)"
0.05,"Maybe Baby (2000)"
0.09,"Mind Game (2004)"
0.38,"Together (Tillsammans) (2000)"
0,"Land of the Blind (2006)"
0,"Punks (2000)"
0.5,"Half Nelson (2006)"
0.19,"Tortilla Soup (2001)"
0.93,"Jeepers Creepers (2001)"
0.06,"Moustache, La (2005)"
0.35,"O (2001)"
0.01,"Wing Chun (1994)"
0,"Executioners (Xian dai hao xia zhuan) (1993)"
0.01,"Swordsman II (Legend of the Swordsman, The) (Xiao ao jiang hu zhi: Dong Fang Bu Bai) (1992)"
0.03,"Waking Up in Reno (2002)"
0.01,"Peking Opera Blues (Do ma daan) (1986)"
0.21,"Tideland (2005)"
0.01,"Speedway Junky (1999)"
0,"Good News (1947)"
0.41,"3 Ninjas (1992)"
0.01,"Thunderbolt (Pik lik feng) (1995)"
0.01,"G Men (1935)"
0.24,"3 Ninjas Kick Back (1994)"
0.31,"Adam's Apples (Adams æbler) (2005)"
0.02,"Cabin in the Sky (1943)"
3.66,"In the Name of the Father (1993)"
0.18,"3 Ninjas Knuckle Up (1995)"
0,"Tol'able David (1921)"
0.02,"2:37 (2006)"
0.03,"Hunter, The (1980)"
0.06,"Material Girls (2006)"
0.72,"Accepted (2006)"
0.06,"Maniac (1980)"
0.03,"Lie with Me (2005)"
0.05,"Vamp (1986)"
0.01,"Crime Busters (1977)"
0.73,"Wicker Man, The (1973)"
0,"Att stjäla en tjuv (1996)"
0.04,"Wish Upon a Star (1996)"
0,"Drömkåken (1993)"
0.29,"Musketeer, The (2001)"
0,"Shake It (En kort en lang) (2001)"
0.02,"Born to Kill (1947)"
0.53,"Rock Star (2001)"
0.01,"Heading South (Vers le sud) (2005)"
0.1,"Soul Survivors (a.k.a. The Killer Cut) (2001)"
0.05,"Two Can Play That Game (2001)"
0.09,"Inkwell, The (1994)"
0.01,"Bounce: Behind the Velvet Rope (2000)"
0.01,"7 Men from Now (Seven Men from Now) (1956)"
0,"Captain January (1936)"
0.05,"Diamond Men (2001)"
4.34,"Illusionist, The (2006)"
0.01,"Adventures of Don Juan (1948)"
0.01,"State of the Union (1948)"
0,"Djomeh (2000)"
0,"San Quentin (1937)"
1.01,"The Queen (2006)"
0.02,"Iron Ladies, The (Satree lek) (2000)"
0.06,"36 Quai des Orfèvres (Department 36) (2004)"
0.02,"Kill Me Later (2001)"
0.46,"Beerfest (2006)"
0.02,"How to Eat Fried Worms (2006)"
0.38,"Invincible (2006)"
0.03,"Idlewild (2006)"
0.19,"L.I.E. (2001)"
0.05,"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)"
0,"Slight Case of Murder, A (1938)"
0.14,"Abbott and Costello Meet the Mummy (1955)"
0.02,"Syrian Bride, The (2004)"
0.06,"Dr. Mabuse: The Gambler (Dr. Mabuse, der Spieler) (1922)"
0,"Sorry, Haters (2005)"
0.09,"Into the Arms of Strangers: Stories of the Kindertransport (2000)"
1.68,"What's Love Got to Do with It? (1993)"
0.4,"Glass House, The (2001)"
0,"Ritz, The (1976)"
0,"My Geisha (1962)"
0.19,"Hardball (2001)"
0.02,"Blithe Spirit (1945)"
0.01,"Music Box, The (1932)"
0.09,"Dinner Rush (2000)"
0.17,"Red Balloon, The (Ballon rouge, Le) (1956)"
0.03,"Way Out West (1937)"
0.16,"Angel-A (2005)"
0.02,"Green for Danger (1946)"
0.06,"Haiku Tunnel (2001)"
0.01,"Chump at Oxford, A (1940)"
0.24,"Big Trouble (2002)"
0.01,"Block-Heads (1938)"
0.26,"Glitter (2001)"
4.11,"Training Day (2001)"
0.05,"American Astronaut, The (2001)"
0.01,"Icicle Thief, The (Ladri di saponette) (1989)"
0.06,"Quinceañera (2006)"
0.03,"Children Underground (2001)"
0.04,"Go Tigers! (2001)"
0.04,"Puffy Chair, The (2006)"
0.1,"Jimmy Hollywood (1994)"
0.05,"Liam (2000)"
0.03,"Lassie (2005)"
0.01,"Mutual Appreciation (2005)"
0.03,"Megiddo: The Omega Code 2 (2001)"
0.34,"Wicker Man, The (2006)"
0.01,"Crossover (2006)"
0.17,"Sidewalks of New York (2001)"
0.24,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)"
0.06,"Quiet, The (2005)"
0.02,"Sketches of Frank Gehry (2005)"
0.29,"French Lieutenant's Woman, The (1981)"
0.06,"Great Silence, The (Grande silenzio, Il) (1969)"
0.11,"Legend of Hell House, The (1973)"
0.01,"Ivanhoe (1982)"
0.02,"Ronja Robbersdaughter (Ronja Rövardotter) (1984)"
0.51,"Little Man Tate (1991)"
0,"Strul (1988)"
0.16,"Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979)"
0,"Breaking Out (Vägen ut) (1999)"
0.01,"Yrrol: An Enormously Well Thought Out Movie (Yrrol - en kolossalt genomtänkt film) (1994)"
0.14,"Phantom of the Paradise (1974)"
0.27,"Wind That Shakes the Barley, The (2006)"
0.45,"Judgment Night (1993)"
0.05,"Return of a Man Called Horse, The (1976)"
0,"Blood on the Moon (1948)"
0.02,"Notti bianche, Le (White Nights) (1957)"
0.01,"Fateless (Sorstalanság) (2005)"
0.03,"Valdez Is Coming (1971)"
0.01,"Bravados, The (1958)"
0.29,"13 Ghosts (1960)"
0,"Sign of the Cross, The (1932)"
0.04,"Montenegro (1981)"
0.01,"Criminal Life of Archibaldo de la Cruz, The (Ensayo de un crimen) (1955)"
0.01,"Overlord (1975)"
0.14,"Severance (2006)"
0.09,"Opera (1987)"
0.03,"Time to Leave (2005)"
0.24,"Father Goose (1964)"
0.18,"Hollywoodland (2006)"
0.2,"Covenant, The (2006)"
0.02,"Jesse James (1939)"
0.04,"Grass Is Greener, The (1960)"
0,"Scar, The (Blizna) (1976)"
0.02,"Hole in the Head, A (1959)"
0.23,"Last Kiss, The (2006)"
0.01,"Gabrielle (2005)"
0.04,"Trust the Man (2005)"
0.07,"SherryBaby (2006)"
0.13,"Indiscreet (1958)"
0.01,"Bio Zombie (Sun faa sau si) (1998)"
0.64,"It's a Mad, Mad, Mad, Mad World (1963)"
1.42,"Idiocracy (2006)"
0.6,"Jesus Camp (2006)"
5.78,"Pocahontas (1995)"
26.99,"Jurassic Park (1993)"
0.07,"King Solomon's Mines (1937)"
0.03,"Bow, The (Hwal) (2005)"
0.12,"Little Foxes, The (1941)"
0.26,"Operation Petticoat (1959)"
0.34,"Play Misty for Me (1971)"
0,"Crusades, The (1935)"
0.06,"Tiger and the Snow, The (La tigre e la neve) (2005)"
0.02,"Pretty Poison (1968)"
0.06,"Pocketful of Miracles (1961)"
1.67,"Fountain, The (2006)"
0.04,"Fear City: A Family-Style Comedy (La cité de la peur) (1994)"
0.01,"Assassin(s) (1997)"
0.04,"Sayonara (1957)"
0.01,"Union Pacific (1939)"
0.04,"Boy Named Charlie Brown, A (1969)"
0.08,"Shop on Main Street, The (Obchod na korze) (1965)"
0.11,"Snoopy Come Home (1972)"
0,"Soldier's Sweetheart, A (1998)"
0.05,"Spring Break (1983)"
0.24,"Vanishing, The (1993)"
1.02,"Science of Sleep, The (La science des rêves) (2006)"
0,"City for Conquest (1940)"
0.43,"Silkwood (1983)"
0.01,"Initial D (Tau man ji D) (2005)"
0.01,"Wicked (1998)"
2.13,"Kalifornia (1993)"
0.04,"I Never Promised You a Rose Garden (1977)"
0.16,"Quadrophenia (1979)"
0.29,"SpaceCamp (1986)"
0.01,"Long Voyage Home, The (1940)"
0,"Not as a Stranger (1955)"
0.13,"When Worlds Collide (1951)"
0.66,"Don't Say a Word (2001)"
0.41,"Black Dahlia, The (2006)"
0.48,"Hearts in Atlantis (2001)"
0.03,"Woods, The (2006)"
0.02,"Everyone's Hero (2006)"
4.01,"Zoolander (2001)"
0.13,"Gridiron Gang (2006)"
0.07,"Seventh Continent, The (Der siebente Kontinent) (1989)"
0.01,"Aaltra (2004)"
0.02,"Born Romantic (2000)"
0,"Wonder Man (1945)"
0.02,"Extreme Days (2001)"
0.04,"Go Figure (Va savoir) (2001)"
0.02,"Lisbon Story (1994)"
0.01,"Streamers (1983)"
1,"Killing Zoe (1994)"
0,"Won't Anybody Listen? (2000)"
0.5,"Joy Ride (2001)"
0.01,"Land of Plenty (Angst and Alienation in America) (2004)"
0.09,"Max Keeble's Big Move (2001)"
0.02,"Lemming (2005)"
1.7,"Serendipity (2001)"
0.07,"Taxidermia (2006)"
0,"Flight from Death: The Quest for Immortality (2003)"
